tuid,ugroup,explanationType,faceSelected,selectedShapeIndex,predictedShapeChoiceIndex,trueShapeChoiceIndex,isCorrectPrediction,stepActionType,param1,param2,param3,param4,blockId,actionName,objectLogName,date,time
UID_Pv48eG17sn92Ge75sg,E,,5,8,8,7,no,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_429,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_429_SubmitRatingBtn,10:06:57 06.07.25,1751796417
UID_Pv48eG17sn92Ge75sg,E,,4,5,5,5,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_218,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_218_SubmitRatingBtn,10:08:04 06.07.25,1751796484
UID_Pv48eG17sn92Ge75sg,E,,5,7,7,7,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_1229,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_1229_SubmitRatingBtn,10:08:23 06.07.25,1751796503
UID_Pv48eG17sn92Ge75sg,E,,5,7,8,7,no,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_429,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_429_SubmitRatingBtn,10:09:00 06.07.25,1751796540
UID_Pv48eG17sn92Ge75sg,E,,5,1,2,1,no,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_6569,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_6569_SubmitRatingBtn,10:10:17 06.07.25,1751796617
UID_Pv48eG17sn92Ge75sg,E,,4,5,5,5,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_218,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_218_SubmitRatingBtn,10:16:00 06.07.25,1751796960
UID_Pv48eG17sn92Ge75sg,E,,5,7,7,7,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_1229,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_1229_SubmitRatingBtn,10:16:08 06.07.25,1751796968
UID_Pv48eG17sn92Ge75sg,E,,5,8,8,7,no,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_429,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_429_SubmitRatingBtn,10:16:23 06.07.25,1751796983
UID_Pv48eG17sn92Ge75sg,E,,5,2,2,1,no,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_6569,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_6569_SubmitRatingBtn,10:16:34 06.07.25,1751796994
UID_Pv48eG17sn92Ge75sg,E,,5,7,7,8,no,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_128,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_128_SubmitRatingBtn,10:16:46 06.07.25,1751797006
UID_Pv48eG17sn92Ge75sg,E,,5,7,7,6,no,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_7108,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_7108_SubmitRatingBtn,10:16:58 06.07.25,1751797018
UID_Pv48eG17sn92Ge75sg,E,,5,4,4,4,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_6999,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_6999_SubmitRatingBtn,10:17:09 06.07.25,1751797029
UID_Pv48eG17sn92Ge75sg,E,,5,2,2,2,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_219,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_219_SubmitRatingBtn,10:17:19 06.07.25,1751797039
UID_Pv48eG17sn92Ge75sg,E,,5,1,1,1,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_1228_a,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_1228_a_SubmitRatingBtn,10:17:47 06.07.25,1751797067
UID_Pv48eG17sn92Ge75sg,E,,5,2,2,2,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_1228_b,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_1228_b_SubmitRatingBtn,10:18:46 06.07.25,1751797126
UID_Pv48eG17sn92Ge75sg,E,,5,,,,no,,,,,,block_end_questionnaire_explanation__question_1,click,block_end_questionnaire_explanation__question_1_SubmitRatingBtn,10:18:49 06.07.25,1751797129
UID_Pv48eG17sn92Ge75sg,E,,5,,,,no,,,,,,block_end_questionnaire_explanation__question_2,click,block_end_questionnaire_explanation__question_2_SubmitRatingBtn,10:18:51 06.07.25,1751797131
UID_Pv48eG17sn92Ge75sg,E,,5,,,,no,,,,,,block_end_questionnaire_explanation__question_3,click,block_end_questionnaire_explanation__question_3_SubmitRatingBtn,10:18:53 06.07.25,1751797133
UID_Pv48eG17sn92Ge75sg,E,,5,5,5,5,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_218,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_218_SubmitRatingBtn,10:20:44 06.07.25,1751797244
UID_Pv48eG17sn92Ge75sg,E,,5,7,7,7,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_1229,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_1229_SubmitRatingBtn,10:20:52 06.07.25,1751797252
UID_Pv48eG17sn92Ge75sg,E,,5,7,8,7,no,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_429,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_429_SubmitRatingBtn,10:21:07 06.07.25,1751797267
UID_Pv48eG17sn92Ge75sg,E,,5,1,2,1,no,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_6569,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_6569_SubmitRatingBtn,10:21:23 06.07.25,1751797283
UID_Pv48eG17sn92Ge75sg,E,,5,8,7,8,no,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_128,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_128_SubmitRatingBtn,10:21:33 06.07.25,1751797293
UID_Pv48eG17sn92Ge75sg,E,,5,6,7,6,no,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_7108,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_7108_SubmitRatingBtn,10:21:42 06.07.25,1751797302
UID_Pv48eG17sn92Ge75sg,E,,5,4,4,4,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_6999,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_6999_SubmitRatingBtn,10:21:54 06.07.25,1751797314
UID_Pv48eG17sn92Ge75sg,E,,5,2,2,2,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_219,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_219_SubmitRatingBtn,10:22:00 06.07.25,1751797320
UID_Pv48eG17sn92Ge75sg,E,,5,1,1,1,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_1228_a,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_1228_a_SubmitRatingBtn,10:22:07 06.07.25,1751797327
UID_Pv48eG17sn92Ge75sg,E,,5,2,2,2,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_1228_b,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_1228_b_SubmitRatingBtn,10:22:13 06.07.25,1751797333
UID_Pv48eG17sn92Ge75sg,E,,5,,,,no,,,,,,block_end_questionnaire_explanation__question_1,click,block_end_questionnaire_explanation__question_1_SubmitRatingBtn,10:22:15 06.07.25,1751797335
UID_Pv48eG17sn92Ge75sg,E,,5,,,,no,,,,,,block_end_questionnaire_explanation__question_2,click,block_end_questionnaire_explanation__question_2_SubmitRatingBtn,10:22:16 06.07.25,1751797336
UID_Pv48eG17sn92Ge75sg,E,,5,,,,no,,,,,,block_end_questionnaire_explanation__question_3,click,block_end_questionnaire_explanation__question_3_SubmitRatingBtn,10:22:19 06.07.25,1751797339
UID_CF02vC74Pc64Kl17qk,E,,4,1,2,1,no,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_6569,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_6569_SubmitRatingBtn,10:43:43 06.07.25,1751798623
UID_CF02vC74Pc64Kl17qk,E,,5,7,7,7,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_1229,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_1229_SubmitRatingBtn,10:44:07 06.07.25,1751798647
UID_CF02vC74Pc64Kl17qk,E,,4,7,7,6,no,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_7108,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_7108_SubmitRatingBtn,10:47:19 06.07.25,1751798839
UID_CF02vC74Pc64Kl17qk,E,,4,5,1,1,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_1228_a,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_1228_a_SubmitRatingBtn,10:50:39 06.07.25,1751799039
UID_CF02vC74Pc64Kl17qk,E,,4,4,4,4,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_6999,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_6999_SubmitRatingBtn,10:52:18 06.07.25,1751799138
UID_CF02vC74Pc64Kl17qk,E,,3,7,2,2,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_219,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_219_SubmitRatingBtn,10:58:55 06.07.25,1751799535
UID_CF02vC74Pc64Kl17qk,E,,4,7,7,8,no,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_128,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_128_SubmitRatingBtn,11:01:48 06.07.25,1751799708
UID_CF02vC74Pc64Kl17qk,E,,4,2,2,2,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_1228_b,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_1228_b_SubmitRatingBtn,11:02:48 06.07.25,1751799768
UID_CF02vC74Pc64Kl17qk,E,,4,7,8,7,no,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_429,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_429_SubmitRatingBtn,11:07:04 06.07.25,1751800024
UID_CF02vC74Pc64Kl17qk,E,,4,5,5,5,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_218,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_218_SubmitRatingBtn,11:08:48 06.07.25,1751800128
UID_CF02vC74Pc64Kl17qk,E,,5,,,,no,,,,,,block_end_questionnaire_explanation__question_1,click,block_end_questionnaire_explanation__question_1_SubmitRatingBtn,11:08:59 06.07.25,1751800139
UID_CF02vC74Pc64Kl17qk,E,,4,,,,no,,,,,,block_end_questionnaire_explanation__question_2,click,block_end_questionnaire_explanation__question_2_SubmitRatingBtn,11:09:06 06.07.25,1751800146
UID_CF02vC74Pc64Kl17qk,E,,4,,,,no,,,,,,block_end_questionnaire_explanation__question_3,click,block_end_questionnaire_explanation__question_3_SubmitRatingBtn,11:09:24 06.07.25,1751800164
UID_FG46xu58JO11lz44dt,E,,4,2,2,2,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_219,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_219_SubmitRatingBtn,14:16:09 06.07.25,1751811369
UID_FG46xu58JO11lz44dt,E,,5,2,2,1,no,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_6569,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_6569_SubmitRatingBtn,14:20:08 06.07.25,1751811608
UID_FG46xu58JO11lz44dt,E,,4,7,7,8,no,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_128,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_128_SubmitRatingBtn,14:20:17 06.07.25,1751811617
UID_FG46xu58JO11lz44dt,E,,5,2,2,2,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_1228_b,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_1228_b_SubmitRatingBtn,14:20:23 06.07.25,1751811623
UID_FG46xu58JO11lz44dt,E,,5,7,7,6,no,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_7108,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_7108_SubmitRatingBtn,14:20:31 06.07.25,1751811631
UID_FG46xu58JO11lz44dt,E,,5,4,4,4,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_6999,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_6999_SubmitRatingBtn,14:20:39 06.07.25,1751811639
UID_FG46xu58JO11lz44dt,E,,5,1,1,1,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_1228_a,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_1228_a_SubmitRatingBtn,14:20:48 06.07.25,1751811648
UID_FG46xu58JO11lz44dt,E,,5,5,5,5,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_218,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_218_SubmitRatingBtn,14:20:58 06.07.25,1751811658
UID_FG46xu58JO11lz44dt,E,,5,7,7,7,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_1229,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_1229_SubmitRatingBtn,14:21:06 06.07.25,1751811666
UID_FG46xu58JO11lz44dt,E,,4,8,8,7,no,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_429,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_429_SubmitRatingBtn,14:21:13 06.07.25,1751811673
UID_FG46xu58JO11lz44dt,E,,5,,,,no,,,,,,block_end_questionnaire_explanation__question_1,click,block_end_questionnaire_explanation__question_1_SubmitRatingBtn,14:21:15 06.07.25,1751811675
UID_FG46xu58JO11lz44dt,E,,5,,,,no,,,,,,block_end_questionnaire_explanation__question_2,click,block_end_questionnaire_explanation__question_2_SubmitRatingBtn,14:21:19 06.07.25,1751811679
UID_FG46xu58JO11lz44dt,E,,5,,,,no,,,,,,block_end_questionnaire_explanation__question_3,click,block_end_questionnaire_explanation__question_3_SubmitRatingBtn,14:21:21 06.07.25,1751811681
UID_mC27mn99vZ72Ix97hE,E,,3,6,7,6,no,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_7108,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_7108_SubmitRatingBtn,16:07:07 06.07.25,1751818027
UID_mC27mn99vZ72Ix97hE,E,,3,7,7,8,no,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_128,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_128_SubmitRatingBtn,16:08:53 06.07.25,1751818133
UID_mC27mn99vZ72Ix97hE,E,,3,1,1,1,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_1228_a,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_1228_a_SubmitRatingBtn,16:10:37 06.07.25,1751818237
UID_mC27mn99vZ72Ix97hE,E,,4,2,5,5,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_218,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_218_SubmitRatingBtn,16:12:05 06.07.25,1751818325
UID_mC27mn99vZ72Ix97hE,E,,4,3,8,7,no,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_429,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_429_SubmitRatingBtn,16:13:48 06.07.25,1751818428
UID_mC27mn99vZ72Ix97hE,E,,5,1,2,1,no,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_6569,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_6569_SubmitRatingBtn,16:14:39 06.07.25,1751818479
UID_mC27mn99vZ72Ix97hE,E,,3,2,2,2,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_1228_b,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_1228_b_SubmitRatingBtn,16:15:34 06.07.25,1751818534
UID_mC27mn99vZ72Ix97hE,E,,3,4,7,7,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_1229,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_1229_SubmitRatingBtn,16:18:44 06.07.25,1751818724
UID_mC27mn99vZ72Ix97hE,E,,4,4,4,4,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_6999,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_6999_SubmitRatingBtn,16:20:06 06.07.25,1751818806
UID_mC27mn99vZ72Ix97hE,E,,4,8,2,2,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_219,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_219_SubmitRatingBtn,16:20:44 06.07.25,1751818844
UID_mC27mn99vZ72Ix97hE,E,,5,,,,no,,,,,,block_end_questionnaire_explanation__question_1,click,block_end_questionnaire_explanation__question_1_SubmitRatingBtn,16:20:52 06.07.25,1751818852
UID_mC27mn99vZ72Ix97hE,E,,4,,,,no,,,,,,block_end_questionnaire_explanation__question_2,click,block_end_questionnaire_explanation__question_2_SubmitRatingBtn,16:22:18 06.07.25,1751818938
UID_mC27mn99vZ72Ix97hE,E,,4,,,,no,,,,,,block_end_questionnaire_explanation__question_3,click,block_end_questionnaire_explanation__question_3_SubmitRatingBtn,16:22:25 06.07.25,1751818945
UID_zx46vz31og35Jx66RA,E,,3,8,7,8,no,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_128,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_128_SubmitRatingBtn,16:44:22 06.07.25,1751820262
UID_zx46vz31og35Jx66RA,E,,5,4,4,4,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_6999,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_6999_SubmitRatingBtn,16:44:49 06.07.25,1751820289
UID_zx46vz31og35Jx66RA,E,,2,1,2,1,no,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_6569,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_6569_SubmitRatingBtn,16:46:55 06.07.25,1751820415
UID_zx46vz31og35Jx66RA,E,,4,3,2,2,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_1228_b,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_1228_b_SubmitRatingBtn,16:47:17 06.07.25,1751820437
UID_zx46vz31og35Jx66RA,E,,3,2,2,2,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_219,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_219_SubmitRatingBtn,16:48:01 06.07.25,1751820481
UID_zx46vz31og35Jx66RA,E,,2,5,5,5,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_218,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_218_SubmitRatingBtn,16:49:22 06.07.25,1751820562
UID_zx46vz31og35Jx66RA,E,,4,5,1,1,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_1228_a,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_1228_a_SubmitRatingBtn,16:50:27 06.07.25,1751820627
UID_zx46vz31og35Jx66RA,E,,3,7,8,7,no,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_429,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_429_SubmitRatingBtn,16:52:51 06.07.25,1751820771
UID_zx46vz31og35Jx66RA,E,,3,7,7,6,no,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_7108,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_7108_SubmitRatingBtn,16:53:05 06.07.25,1751820785
UID_zx46vz31og35Jx66RA,E,,4,7,7,7,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_1229,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_1229_SubmitRatingBtn,16:53:15 06.07.25,1751820795
UID_zx46vz31og35Jx66RA,E,,3,,,,no,,,,,,block_end_questionnaire_explanation__question_1,click,block_end_questionnaire_explanation__question_1_SubmitRatingBtn,16:53:29 06.07.25,1751820809
UID_zx46vz31og35Jx66RA,E,,4,,,,no,,,,,,block_end_questionnaire_explanation__question_2,click,block_end_questionnaire_explanation__question_2_SubmitRatingBtn,16:53:36 06.07.25,1751820816
UID_zx46vz31og35Jx66RA,E,,4,,,,no,,,,,,block_end_questionnaire_explanation__question_3,click,block_end_questionnaire_explanation__question_3_SubmitRatingBtn,16:53:45 06.07.25,1751820825
UID_Fy84yY21tb83BJ62mg,E,,4,7,7,8,no,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_128,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_128_SubmitRatingBtn,17:22:39 06.07.25,1751822559
UID_Fy84yY21tb83BJ62mg,E,,5,4,4,4,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_6999,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_6999_SubmitRatingBtn,17:24:18 06.07.25,1751822658
UID_Fy84yY21tb83BJ62mg,E,,4,2,5,5,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_218,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_218_SubmitRatingBtn,17:25:14 06.07.25,1751822714
UID_Fy84yY21tb83BJ62mg,E,,5,2,2,2,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_1228_b,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_1228_b_SubmitRatingBtn,17:26:17 06.07.25,1751822777
UID_Fy84yY21tb83BJ62mg,E,,4,3,2,1,no,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_6569,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_6569_SubmitRatingBtn,17:28:42 06.07.25,1751822922
UID_Fy84yY21tb83BJ62mg,E,,4,2,8,7,no,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_429,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_429_SubmitRatingBtn,17:31:52 06.07.25,1751823112
UID_Fy84yY21tb83BJ62mg,E,,3,1,1,1,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_1228_a,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_1228_a_SubmitRatingBtn,17:32:38 06.07.25,1751823158
UID_Fy84yY21tb83BJ62mg,E,,5,7,7,7,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_1229,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_1229_SubmitRatingBtn,17:33:40 06.07.25,1751823220
UID_Fy84yY21tb83BJ62mg,E,,3,7,7,6,no,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_7108,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_7108_SubmitRatingBtn,17:34:48 06.07.25,1751823288
UID_Fy84yY21tb83BJ62mg,E,,4,2,2,2,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_219,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_219_SubmitRatingBtn,17:35:10 06.07.25,1751823310
UID_Fy84yY21tb83BJ62mg,E,,5,,,,no,,,,,,block_end_questionnaire_explanation__question_1,click,block_end_questionnaire_explanation__question_1_SubmitRatingBtn,17:36:30 06.07.25,1751823390
UID_Fy84yY21tb83BJ62mg,E,,2,,,,no,,,,,,block_end_questionnaire_explanation__question_2,click,block_end_questionnaire_explanation__question_2_SubmitRatingBtn,17:36:40 06.07.25,1751823400
UID_Fy84yY21tb83BJ62mg,E,,4,,,,no,,,,,,block_end_questionnaire_explanation__question_3,click,block_end_questionnaire_explanation__question_3_SubmitRatingBtn,17:36:48 06.07.25,1751823408
